"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"170573","AT 2025ly","04:53:11.595","-05:38:15.77","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J045311.59-053815.7","BG3 - BlackGEM-Cam3","","1","1","","19.85","BG-q-BlackGem","2025-01-02 03:36:46.000","BlackGEM_Bot1","","","","","",""
"170572","AT 2025lx","09:58:58.600","-28:21:54.00","","","","","MASTER","MASTER","","MASTER","MASTER OT J095858.60-282154.0","Other - Other","","1","1","","16.5","Other-","2025-01-13 04:03:27.648","MASTER","","","","","",""
"170571","AT 2025lw","06:43:06.518","-64:15:30.68","","","","","GOTO","GOTO","","GOTO","GOTO25gu","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.02","L-GOTO","2025-01-12 11:29:38.688","GOTO_bot","","","","","",""
"170570","AT 2025lv","20:46:45.480","+41:06:59.54","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25adi","Gaia - Gaia-photometric","","1","1","","17.3","G-Gaia","2025-01-11 13:06:14.400","Gaia_Bot1","","","","","",""
"170569","AT 2025lu","19:59:50.810","+50:28:45.55","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25adh","Gaia - Gaia-photometric","","1","1","","17.22","G-Gaia","2025-01-11 19:19:12.000","Gaia_Bot1","","","","","",""
"170568","AT 2025lt","21:15:18.200","+30:55:42.49","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25adg","Gaia - Gaia-photometric","","1","1","","18.71","G-Gaia","2025-01-11 12:53:16.800","Gaia_Bot1","","","","","",""
"170567","AT 2025ls","10:31:28.980","+09:16:07.25","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25adf","Gaia - Gaia-photometric","","1","1","","18.79","G-Gaia","2025-01-11 09:18:43.200","Gaia_Bot1","","","","","",""
"170566","AT 2025lr","11:06:18.400","-15:06:41.10","","","","","MASTER","MASTER","","MASTER","MASTER OT J110618.40-150641.1","Other - Other","","1","1","","15.9","Other-","2025-01-14 07:34:22.656","MASTER","","","","","",""
"170565","AT 2025lq","14:06:36.528","+00:03:53.28","","","","","ATLAS","ATLAS","","ATLAS","ATLAS25akk","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.188","orange-ATLAS","2025-01-14 02:05:54.816","ATLAS_Bot1","","","","","",""
"170564","AT 2025lp","01:28:47.672","+24:29:24.86","","","","","ZTF","ZTF","","ZTF","ZTF25aabnyog","P48 - ZTF-Cam","","1","1","","18.9537","r-ZTF","2025-01-10 03:32:14.997","Fritz","","","","","",""
"170563","AT 2025lo","01:25:05.688","+29:25:48.12","","","","","ZTF","ZTF","","ZTF","ZTF25aaadavl","P48 - ZTF-Cam","","1","1","","19.9307","r-ZTF","2025-01-03 03:04:16.996","Fritz","","","","","",""
"170561","AT 2025ln","11:36:48.870","-26:14:08.19","","","","","ZTF","ZTF","","ZTF","ZTF25aabsmid","P48 - ZTF-Cam","","1","1","","18.8366","r-ZTF","2025-01-12 12:04:12.996","Fritz","","","2025TNSTR.175....1S","","",""
"170560","AT 2025lm","05:31:07.090","-68:43:55.16","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25ade","Gaia - Gaia-photometric","","1","1","","16.69","G-Gaia","2025-01-10 16:45:07.200","Gaia_Bot1","","","2025TNSTR.173....1H","","",""
"170559","AT 2025ll","07:07:47.660","-67:22:05.20","","","","","MASTER","MASTER","","MASTER","MASTER OT J070747.66-672205.2","Other - Other","","1","1","","17.8","Other-","2025-01-12 06:10:06.528","MASTER","","","2025TNSTR.174....1K","","",""
"170558","AT 2025lk","14:08:13.761","-10:16:34.43","","","","","ZTF","ZTF","","ZTF","ZTF25aaazvar","P48 - ZTF-Cam","","1","1","","19.8632","g-ZTF","2025-01-06 13:35:37.996","Fritz","","","2025TNSTR.175....1S","","",""
"170556","AT 2025lj","15:54:12.590","-67:05:33.60","","","","","MASTER","MASTER","","MASTER","MASTER OT J155412.59-670533.6","Other - Other","","1","1","","15.9","Other-","2025-01-12 06:22:12.288","MASTER","","","2025TNSTR.174....1K","","",""
"170555","AT 2025li","12:45:55.093","+17:29:35.35","","","","","ZTF","ZTF","","ZTF","ZTF25aabegog","P48 - ZTF-Cam","","1","1","","20.319","g-ZTF","2025-01-07 10:06:57.997","Fritz","","","2025TNSTR.175....1S","","",""
"170554","AT 2025lh","09:22:15.949","-12:08:43.09","","","","","ZTF","ZTF","","ZTF","ZTF25aabuadl","P48 - ZTF-Cam","","1","1","","19.6357","r-ZTF","2025-01-09 09:04:31.002","Fritz","","","2025TNSTR.175....1S","","",""
"170553","AT 2025lg","01:34:31.044","-00:27:40.13","","","","","ZTF","ZTF","","ZTF","ZTF25aabrmpn","P48 - ZTF-Cam","","1","1","","19.2036","r-ZTF","2025-01-09 04:41:01.003","Fritz","","","2025TNSTR.175....1S","","",""
"170552","AT 2025lf","00:30:37.737","+00:05:33.28","","","","","ZTF","ZTF","","ZTF","ZTF25aabtbzk","P48 - ZTF-Cam","","1","1","","19.0753","g-ZTF","2025-01-09 02:38:41.997","Fritz","","","2025TNSTR.175....1S","","",""
"170551","AT 2025le","00:31:42.336","+06:53:52.45","","","","","ZTF","ZTF","","ZTF","ZTF25aaboqyd","P48 - ZTF-Cam","","1","1","","19.2373","r-ZTF","2025-01-11 02:35:48.998","Fritz","","","2025TNSTR.175....1S","","",""
"170550","AT 2025ld","21:53:54.029","+37:00:32.29","","","","","ZTF","ZTF","","ZTF","ZTF25aabknlu","P48 - ZTF-Cam","","1","1","","15.6714","g-ZTF","2025-01-09 02:49:17.002","Fritz","","","2025TNSTR.176....1R","","",""
"170548","AT 2025lc","20:28:21.450","+51:39:34.38","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25add","Gaia - Gaia-photometric","","1","1","","14.48","G-Gaia","2025-01-10 13:16:19.200","Gaia_Bot1","","","2025TNSTR.163....1H","","",""
"170547","AT 2025lb","21:31:13.420","+25:56:10.25","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25adc","Gaia - Gaia-photometric","","1","1","","15.13","G-Gaia","2025-01-11 00:46:04.800","Gaia_Bot1","","","2025TNSTR.163....1H","","",""
"170545","AT 2025la","21:23:47.460","+28:42:16.45","","","","","GaiaAlerts, ATLAS","GaiaAlerts, ATLAS","","ATLAS, GaiaAlerts","Gaia25acy","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric","","1","1","","16.29","G-Gaia","2025-01-11 02:36:57.600","Gaia_Bot1","","","2025TNSTR.163....1H","","",""
"170544","AT 2025kz","04:57:35.690","-67:36:29.20","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25acx","Gaia - Gaia-photometric","","1","1","","17.11","G-Gaia","2025-01-11 04:49:26.400","Gaia_Bot1","","","2025TNSTR.163....1H","","",""
"170543","AT 2025ky","10:02:49.869","-05:51:12.65","","","","","ZTF, ATLAS","ZTF, ATLAS","","ATLAS, ZTF","ZTF22ablqzpz","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","","1","1","","19.7044","g-ZTF","2025-01-06 09:15:00.996","Fritz","","","2025TNSTR.167....1W","","",""
"170542","AT 2025kx","02:50:36.157","+07:27:59.53","","","","","ZTF","ZTF","","ZTF","ZTF25aabotnk","P48 - ZTF-Cam","","1","1","","18.6867","g-ZTF","2025-01-12 03:34:02.997","Fritz","","","2025TNSTR.167....1W","","",""
"170541","AT 2025kw","17:24:10.526","+82:15:44.59","","","","","ALeRCE","ZTF","","ZTF","","Other - Other, P48 - ZTF-Cam","","1","1","","17.9","Clear-","2025-01-12 14:21:01.078","Ziyang Mai","","","2025TNSTR.166....1M","","",""
"170539","AT 2025kv","05:03:31.670","-70:24:10.69","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25acv","Gaia - Gaia-photometric","","1","1","","17.68","G-Gaia","2025-01-10 10:48:00.000","Gaia_Bot1","","","2025TNSTR.163....1H","","",""
"170538","AT 2025ku","21:44:32.260","+20:11:38.83","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia25acq","Gaia - Gaia-photometric","","1","1","","18.92","G-Gaia","2025-01-10 12:38:52.800","Gaia_Bot1","","","2025TNSTR.163....1H","","",""
"170537","AT 2025kt","16:44:20.949","+77:50:29.33","","","","","GOTO, ZTF","GOTO, ZTF","","GOTO, ZTF","GOTO25gd","GOTO-N - GOTO-1, GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","18.4","L-GOTO","2025-01-12 06:28:55.776","GOTO_bot","","","2025TNSTR.164....1K","","",""
"170536","AT 2025ks","14:11:51.493","+05:27:18.04","","","","","ZTF","ZTF","","ZTF","ZTF25aabreco","P48 - ZTF-Cam","","1","1","","19.5678","g-ZTF","2025-01-04 13:07:35.996","Fritz","","","2025TNSTR.168....1S","","",""
"170535","AT 2025kr","11:10:52.454","+05:05:29.15","","","","","GOTO, ZTF","GOTO, ZTF","","GOTO, ZTF","GOTO25gg","GOTO-N - GOTO-2, P48 - ZTF-Cam","","1","1","","19.09","L-GOTO","2025-01-08 02:20:43.872","GOTO_bot","","","2025TNSTR.165....1O","","",""
"170534","AT 2025kq","17:29:06.782","+74:15:18.43","","","","","GOTO","GOTO","","GOTO","GOTO25gc","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","18.11","L-GOTO","2025-01-12 06:28:55.776","GOTO_bot","","","2025TNSTR.164....1K","","",""
