"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"168750","AT 2024aepe","21:54:44.035","-57:15:09.30","","","","","GOTO","GOTO","","GOTO","GOTO24jgi","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.05","L-GOTO","2024-12-22 10:36:53.856","GOTO_bot","","","",""
"168742","AT 2024aeow","06:12:54.233","-22:56:48.36","","","","","GOTO","GOTO","","GOTO","GOTO24jgq","GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.55","L-GOTO","2024-12-22 12:12:04.896","GOTO_bot","","","",""
"168740","AT 2024aeou","23:56:49.391","-34:42:41.86","","","","","GOTO","GOTO","","GOTO","GOTO24jgh","GOTO-S - GOTO-4","","1","1","","18.36","L-GOTO","2024-12-22 10:51:35.136","GOTO_bot","","","",""
"168721","AT 2024aeob","20:55:16.934","-05:38:14.13","","","","","ZTF","ZTF","","ZTF","ZTF24abylshi","P48 - ZTF-Cam","","1","1","","19.1277","r-ZTF","2024-12-21 02:03:54.996","Fritz","","","",""
"168717","AT 2024aenx","01:21:38.571","-46:00:44.34","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rpw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.178","cyan-ATLAS","2024-12-21 19:32:12.192","ATLAS_Bot1","","","",""
"168715","AT 2024aenv","04:23:06.840","-34:03:19.01","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rpt","ATLAS-CHL - ATLAS-04","","1","1","","19.267","orange-ATLAS","2024-12-22 03:45:59.616","ATLAS_Bot1","","","",""
"168714","AT 2024aenu","00:47:57.208","-42:13:11.23","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J004757.20-421311.2","BG4 - BlackGEM-Cam4","","1","1","","20","BG-q-BlackGem","2024-12-22 01:37:00.000","BlackGEM_Bot1","","","",""
"168713","AT 2024aent","00:35:58.354","-11:00:42.52","","","","","BlackGEM","BlackGEM","","BlackGEM","BGEM J003558.35-110042.5","BG3 - BlackGEM-Cam3","","1","1","","19.75","BG-q-BlackGem","2024-12-21 01:08:23.000","BlackGEM_Bot1","","","",""
"168704","AT 2024aenk","23:04:24.399","+34:12:34.48","","","SDSS J230424.37+341234.0","","ALeRCE","ZTF","","ALeRCE","ZTF24abymwoh","P48 - ZTF-Cam","","1","1","","20.9618","g-ZTF","2024-12-21 02:15:09.996","ALeRCE","","","",""
"168703","AT 2024aenj","01:32:44.680","+25:50:04.15","","","SDSS J013244.74+255004.4","","ALeRCE","ZTF","","ALeRCE","ZTF24abynapy","P48 - ZTF-Cam","","1","1","","20.3745","r-ZTF","2024-12-21 03:04:08.996","ALeRCE","","","",""
"168701","AT 2024aenh","01:34:13.417","-28:15:47.86","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abynyet","P48 - ZTF-Cam","","1","1","","19.6777","g-ZTF","2024-12-21 04:02:31.004","ALeRCE","","","",""
"168700","AT 2024aeng","01:25:20.451","+00:35:39.97","","","SDSS J012520.44+003541.2","","ALeRCE","ZTF","","ALeRCE","ZTF24abyofbb","P48 - ZTF-Cam","","1","1","","19.3412","g-ZTF","2024-12-21 04:39:24.002","ALeRCE","","","",""
"168699","AT 2024aenf","03:16:28.537","+77:12:01.53","","","SDSS J031628.03+771159.9","","ALeRCE","ZTF","","ALeRCE","ZTF24abyrxua","P48 - ZTF-Cam","","1","1","","20.0573","r-ZTF","2024-12-21 08:38:49.004","ALeRCE","","","",""
"168697","AT 2024aend","02:25:15.194","-49:58:33.65","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rpo","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.629","cyan-ATLAS","2024-12-21 20:21:32.256","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168696","AT 2024aenc","03:36:04.532","-48:03:31.37","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rpn","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.572","cyan-ATLAS","2024-12-21 21:07:24.096","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168695","AT 2024aenb","00:19:51.591","-61:44:45.16","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rpm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.871","cyan-ATLAS","2024-12-21 19:09:41.760","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168694","AT 2024aena","13:20:54.372","+58:34:18.24","","","","","ATLAS","ATLAS","","ATLAS","ATLAS18qfa","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.138","orange-ATLAS","2024-12-21 14:38:21.408","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168691","AT 2024aemy","00:10:43.773","+36:01:28.17","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mvw","PS2 - GPC2","","1","1","","20.65","r-P1","2024-12-21 05:01:39.936","YSE_Bot1","","2024TNSTR5002....1J","",""
"168689","AT 2024aemw","10:05:49.771","+20:08:04.38","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24row","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","","1","1","","18.617","orange-ATLAS","2024-12-21 13:02:11.616","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168688","AT 2024aemv","23:52:45.263","-07:49:58.82","","","","","GOTO","GOTO","","GOTO","GOTO24jge","GOTO-N - GOTO-1","","1","1","","19.33","L-GOTO","2024-12-20 20:54:04.032","GOTO_bot","","2024TNSTR5000....1O","",""
"168687","AT 2024aemu","13:14:08.429","-44:27:42.11","","","","","GOTO","GOTO","","GOTO","GOTO24jgb","GOTO-S - GOTO-4","","1","1","","19.27","L-GOTO","2024-12-21 16:35:44.736","GOTO_bot","","2024TNSTR5000....1O","",""
"168686","AT 2024aemt","09:03:50.583","-17:31:47.16","","","","","GOTO","GOTO","","GOTO","GOTO24jfl","GOTO-S - GOTO-3","","1","1","","19.94","L-GOTO","2024-12-21 13:13:23.808","GOTO_bot","","2024TNSTR4998....1K","",""
"168682","AT 2024aemp","09:45:05.800","-19:35:27.04","","","","","GOTO, ZTF","GOTO, ZTF","","GOTO; ZTF","GOTO24jfs","GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","18.77","L-GOTO","2024-12-21 14:19:59.808","GOTO_bot","","2024TNSTR5000....1O","",""
"168678","AT 2024aeml","04:58:15.740","-74:16:30.86","","","","","GOTO","GOTO","","GOTO","GOTO24jfc","GOTO-S - GOTO-3","","1","1","","19.35","L-GOTO","2024-12-21 11:09:18.720","GOTO_bot","","2024TNSTR4998....1K","",""
"168677","AT 2024aemk","05:49:02.436","-20:03:35.08","","","","","ATLAS, ZTF, GOTO","ATLAS, ZTF, GOTO","","ATLAS; GOTO; ZTF","ATLAS24rov","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","19.093","orange-ATLAS","2024-12-21 04:26:36.960","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168676","AT 2024aemj","20:33:14.738","+86:08:29.73","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rot","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","16.633","orange-ATLAS","2024-12-21 05:37:11.424","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168675","AT 2024aemi","03:51:39.166","-16:24:31.12","","","","","ATLAS, ZTF","ATLAS, ZTF","","ATLAS; ZTF","ATLAS24ros","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","","1","1","","19.096","orange-ATLAS","2024-12-21 03:32:55.968","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168674","AT 2024aemh","12:23:54.934","-26:52:50.11","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24ror","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","17.985","orange-ATLAS","2024-12-21 07:15:44.640","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168673","AT 2024aemg","23:12:33.215","-22:25:28.50","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24roq","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.601","orange-ATLAS","2024-12-21 01:07:06.240","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168672","AT 2024aemf","01:57:54.820","-35:57:51.75","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rop","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","18.949","orange-ATLAS","2024-12-21 02:25:23.808","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168671","AT 2024aeme","23:43:52.871","-33:43:43.75","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rom","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","18.671","orange-ATLAS","2024-12-21 01:30:26.784","ATLAS_Bot1","","2024TNSTR4996....1T","",""
"168664","AT 2024aelx","04:52:54.159","+22:15:30.30","","","","","GOTO","GOTO","","GOTO","GOTO24jfa","GOTO-N - GOTO-1","","1","1","","18.07","L-GOTO","2024-12-21 02:09:40.320","GOTO_bot","","2024TNSTR4999....1O","",""
"168631","AT 2024aekq","02:32:59.925","+35:48:06.02","","","","","ZTF","ZTF","","ZTF","ZTF24abynfdk","P48 - ZTF-Cam","","1","1","","19.5896","r-ZTF","2024-12-21 03:10:21.000","Fritz","","2024TNSTR5003....1G","",""
"168628","AT 2024aekn","23:25:44.938","+20:13:46.78","","","","","GOTO","GOTO","","GOTO","GOTO24jes","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.41","L-GOTO","2024-12-20 19:51:55.872","GOTO_bot","","2024TNSTR4984....1O","",""
