"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"168697","AT 2024aend","02:25:15.194","-49:58:33.65","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rpo","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.629","cyan-ATLAS","2024-12-21 20:21:32.256","ATLAS_Bot1","","","",""
"168696","AT 2024aenc","03:36:04.532","-48:03:31.37","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rpn","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.572","cyan-ATLAS","2024-12-21 21:07:24.096","ATLAS_Bot1","","","",""
"168695","AT 2024aenb","00:19:51.591","-61:44:45.16","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rpm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.871","cyan-ATLAS","2024-12-21 19:09:41.760","ATLAS_Bot1","","","",""
"168694","AT 2024aena","13:20:54.372","+58:34:18.24","","","","","ATLAS","ATLAS","","ATLAS","ATLAS18qfa","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.138","orange-ATLAS","2024-12-21 14:38:21.408","ATLAS_Bot1","","","",""
"168691","AT 2024aemy","00:10:43.773","+36:01:28.17","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mvw","PS2 - GPC2","","1","1","","20.65","r-P1","2024-12-21 05:01:39.936","YSE_Bot1","","","",""
"168689","AT 2024aemw","10:05:49.708","+20:08:03.89","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24row","ATLAS-HKO - ATLAS-02","","1","1","","18.617","orange-ATLAS","2024-12-21 13:02:11.616","ATLAS_Bot1","","","",""
"168688","AT 2024aemv","23:52:45.263","-07:49:58.82","","","","","GOTO","GOTO","","GOTO","GOTO24jge","GOTO-N - GOTO-1","","1","1","","19.33","L-GOTO","2024-12-20 20:54:04.032","GOTO_bot","","","",""
"168687","AT 2024aemu","13:14:08.429","-44:27:42.11","","","","","GOTO","GOTO","","GOTO","GOTO24jgb","GOTO-S - GOTO-4","","1","1","","19.27","L-GOTO","2024-12-21 16:35:44.736","GOTO_bot","","","",""
"168686","AT 2024aemt","09:03:50.583","-17:31:47.16","","","","","GOTO","GOTO","","GOTO","GOTO24jfl","GOTO-S - GOTO-3","","1","1","","19.94","L-GOTO","2024-12-21 13:13:23.808","GOTO_bot","","","",""
"168682","AT 2024aemp","09:45:05.802","-19:35:27.34","","","","","GOTO","GOTO","","GOTO","GOTO24jfs","GOTO-S - GOTO-4","","1","1","","18.77","L-GOTO","2024-12-21 14:19:59.808","GOTO_bot","","","",""
"168680","AT 2024aemn","16:30:54.864","+07:46:58.60","","","","","ZTF","ZTF","","ZTF","ZTF24abyutxq","P48 - ZTF-Cam","","1","1","","19.0674","r-ZTF","2024-12-20 13:41:17.998","Fritz","","","",""
"168679","AT 2024aemm","16:33:13.846","+09:04:02.83","","","","","ZTF","ZTF","","ZTF","ZTF24abyldon","P48 - ZTF-Cam","","1","1","","19.1761","r-ZTF","2024-12-20 13:34:20.997","Fritz","","","",""
"168678","AT 2024aeml","04:58:15.740","-74:16:30.86","","","","","GOTO","GOTO","","GOTO","GOTO24jfc","GOTO-S - GOTO-3","","1","1","","19.35","L-GOTO","2024-12-21 11:09:18.720","GOTO_bot","","","",""
"168677","AT 2024aemk","05:49:02.442","-20:03:36.72","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rov","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.093","orange-ATLAS","2024-12-21 04:26:36.960","ATLAS_Bot1","","","",""
"168676","AT 2024aemj","20:33:14.738","+86:08:29.73","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rot","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","16.633","orange-ATLAS","2024-12-21 05:37:11.424","ATLAS_Bot1","","","",""
"168675","AT 2024aemi","03:51:39.163","-16:24:30.46","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24ros","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.096","orange-ATLAS","2024-12-21 03:32:55.968","ATLAS_Bot1","","","",""
"168674","AT 2024aemh","12:23:54.934","-26:52:50.11","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24ror","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","17.985","orange-ATLAS","2024-12-21 07:15:44.640","ATLAS_Bot1","","","",""
"168673","AT 2024aemg","23:12:33.215","-22:25:28.50","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24roq","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.601","orange-ATLAS","2024-12-21 01:07:06.240","ATLAS_Bot1","","","",""
"168672","AT 2024aemf","01:57:54.820","-35:57:51.75","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rop","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.949","orange-ATLAS","2024-12-21 02:25:23.808","ATLAS_Bot1","","","",""
"168671","AT 2024aeme","23:43:52.871","-33:43:43.75","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rom","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.671","orange-ATLAS","2024-12-21 01:30:26.784","ATLAS_Bot1","","","",""
"168670","AT 2024aemd","09:29:25.471","+78:57:09.45","","","","","ZTF","ZTF","","ZTF","ZTF24abyivla","P48 - ZTF-Cam","","1","1","","19.6787","g-ZTF","2024-12-20 06:40:17.999","Fritz","","","",""
"168669","AT 2024aemc","11:59:08.502","-20:29:58.33","","","","","ZTF","ZTF","","ZTF","ZTF24abykutd","P48 - ZTF-Cam","","1","1","","19.3792","r-ZTF","2024-12-20 11:35:48.998","Fritz","","","",""
"168667","AT 2024aema","12:23:12.109","+13:57:45.27","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24roj","ATLAS-HKO - ATLAS-02","","1","1","","18.454","orange-ATLAS","2024-12-20 13:58:03.936","ATLAS_Bot1","","","",""
"168665","AT 2024aely","08:13:05.071","-16:51:39.81","","","","","ZTF, YSE","ZTF, Pan-STARRS","","Pan-STARRS; YSE; ZTF","ZTF24abytoby","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.171","r-ZTF","2024-12-20 09:31:34.000","Fritz","","","",""
"168664","AT 2024aelx","04:52:54.159","+22:15:30.30","","","","","GOTO","GOTO","","GOTO","GOTO24jfa","GOTO-N - GOTO-1","","1","1","","18.07","L-GOTO","2024-12-21 02:09:40.320","GOTO_bot","","","",""
"168658","AT 2024aelr","09:13:47.423","+51:12:57.47","","","","","ZTF","ZTF","","ZTF","ZTF24abysvxz","P48 - ZTF-Cam","","1","1","","19.4807","g-ZTF","2024-12-20 06:19:19.004","Fritz","","","",""
"168643","AT 2024aelc","04:30:24.633","-26:36:34.17","","","","","ZTF","ZTF","","ZTF","ZTF24abyizic","P48 - ZTF-Cam","","1","1","","19.151","r-ZTF","2024-12-20 07:32:46.000","Fritz","","","",""
"168640","AT 2024aekz","15:40:56.001","+45:02:05.92","","","","","ZTF","ZTF","","ZTF","ZTF24abylbjf","P48 - ZTF-Cam","","1","1","","19.8317","g-ZTF","2024-12-20 12:25:20.000","Fritz","","","",""
"168631","AT 2024aekq","02:32:59.925","+35:48:06.02","","","","","ZTF","ZTF","","ZTF","ZTF24abynfdk","P48 - ZTF-Cam","","1","1","","19.5896","r-ZTF","2024-12-21 03:10:21.000","Fritz","","","",""
"168628","AT 2024aekn","23:25:44.938","+20:13:46.78","","","","","GOTO","GOTO","","GOTO","GOTO24jes","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.41","L-GOTO","2024-12-20 19:51:55.872","GOTO_bot","","2024TNSTR4984....1O","",""
"168627","AT 2024aekm","03:50:47.478","-07:06:16.42","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24roe","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.431","cyan-ATLAS","2024-12-20 19:39:12.960","ATLAS_Bot1","","2024TNSTR4979....1T","",""
"168625","AT 2024aekk","06:17:29.490","-26:55:03.33","","","","","GOTO","GOTO","","GOTO","GOTO24jef","GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","19.56","L-GOTO","2024-12-20 14:43:27.264","GOTO_bot","","2024TNSTR4981....1K","",""
"168622","AT 2024aekh","13:49:48.662","-24:29:19.18","","","","","GOTO","GOTO","","GOTO","GOTO24jel","GOTO-S - GOTO-4","","1","1","","18.35","L-GOTO","2024-12-20 17:42:00.864","GOTO_bot","","2024TNSTR4985....1O","",""
"168620","AT 2024aekf","23:28:05.056","+21:52:14.37","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mug","PS1 - GPC1","","1","1","","19.97","r-P1","2024-12-20 06:49:12.288","YSE_Bot1","","2024TNSTR4989....1J","",""
"168619","AT 2024aeke","00:37:11.574","+02:48:33.19","","","","","YSE, ZTF","Pan-STARRS, ZTF","","Pan-STARRS; YSE; ZTF","PS24mui","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.82","i-P1","2024-12-20 05:02:12.768","YSE_Bot1","","2024TNSTR4989....1J","",""
"168618","AT 2024aekd","03:50:36.102","-19:01:19.35","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24muh","PS2 - GPC2","","1","1","","20.32","i-P1","2024-12-20 07:11:59.136","YSE_Bot1","","2024TNSTR4989....1J","",""
"168617","AT 2024aekc","00:30:15.008","+16:56:27.30","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24muf","PS1 - GPC1","","1","1","","20.31","r-P1","2024-12-20 06:55:10.848","YSE_Bot1","","2024TNSTR4989....1J","",""
"168616","AT 2024aekb","04:22:16.949","-21:13:38.72","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS24mue","PS1 - GPC1","","1","1","","20.03","r-P1","2024-12-20 08:29:16.224","YSE_Bot1","","2024TNSTR4989....1J","",""
"168610","AT 2024aejv","16:02:58.918","+53:37:08.00","","","","","ZTF","ZTF","","ZTF","ZTF24abylbgi","P48 - ZTF-Cam","","1","1","","19.9503","g-ZTF","2024-12-20 12:24:39.997","Fritz","","2024TNSTR4990....1S","",""
"168607","SN 2024aejs","11:02:31.148","-16:50:21.85","SN Ia","0.064","","","ZTF","ZTF","SCAT","ZTF","ZTF24abyksvh","P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.6992","g-ZTF","2024-12-20 11:04:44.002","Fritz","","2024TNSTR4990....1S","",""
"168603","AT 2024aejo","15:12:36.933","+32:33:52.09","","","","","ZTF","ZTF","","ZTF","ZTF24abykwta","P48 - ZTF-Cam","","1","1","","19.4498","r-ZTF","2024-12-20 11:46:40.998","Fritz","","2024TNSTR4990....1S","",""
